orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
88.50,15.19,175.56,-0.02,0.44,0.08,-0.21,0.22,-0.14,2.35,-0.50,-9.58,2.57,-0.72,-9.43,27
88.50,15.44,175.56,-0.01,0.44,0.07,-0.16,0.24,-0.19,2.69,-0.42,-9.72,2.65,-0.73,-9.41,27
88.56,15.63,175.50,0.02,0.42,0.02,0.03,0.27,-0.36,2.72,-0.45,-9.76,2.68,-0.73,-9.40,27
88.75,16.13,175.50,0.03,0.39,-0.01,0.19,0.29,-0.42,2.91,-0.44,-9.82,2.72,-0.73,-9.39,27
88.75,16.31,175.44,0.04,0.35,-0.03,0.30,0.24,-0.46,3.05,-0.49,-9.84,2.78,-0.74,-9.37,27
88.75,16.44,175.44,0.06,0.31,-0.05,0.30,0.20,-0.36,3.11,-0.54,-9.73,2.80,-0.74,-9.36,27
88.63,16.75,175.38,0.07,0.20,-0.06,0.26,0.17,-0.35,3.09,-0.57,-9.71,2.82,-0.75,-9.36,27
88.69,16.81,175.38,0.07,0.11,-0.04,0.18,0.15,-0.22,3.02,-0.60,-9.58,2.83,-0.75,-9.35,27
88.69,16.88,175.31,0.07,0.11,-0.04,0.18,0.17,-0.20,3.08,-0.59,-9.51,2.85,-0.76,-9.35,27
88.69,16.88,175.31,0.04,0.01,-0.01,0.16,0.14,-0.09,3.01,-0.61,-9.44,2.85,-0.76,-9.35,27
88.69,16.88,175.25,0.03,-0.02,-0.00,0.17,0.13,-0.07,3.03,-0.63,-9.42,2.85,-0.76,-9.35,27
88.69,16.88,175.25,0.01,-0.06,0.00,0.15,0.14,0.00,3.00,-0.62,-9.34,2.84,-0.76,-9.35,27
88.69,16.81,175.31,-0.00,-0.08,0.00,0.21,0.16,0.02,2.93,-0.58,-9.32,2.83,-0.76,-9.35,27
88.69,16.75,175.31,-0.02,-0.13,0.02,0.07,0.18,0.09,2.90,-0.57,-9.27,2.82,-0.76,-9.36,27
