orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps
171.75,81.56,-50.00,0.00,0.03,0.00,-0.42,0.22,-0.46,9.33,1.27,0.42,9.70,1.09,0.91,26
171.75,81.56,-50.31,0.00,0.03,-0.00,-0.33,0.13,-0.56,9.36,1.24,0.34,9.70,1.10,0.90,26
171.81,81.63,-50.94,-0.01,0.03,-0.00,-0.34,0.15,-0.51,9.35,1.26,0.38,9.70,1.10,0.89,26
171.81,81.63,-51.25,-0.02,0.02,0.00,-0.37,0.19,-0.53,9.32,1.30,0.35,9.70,1.11,0.89,26
171.81,81.63,-51.56,-0.03,0.02,0.01,-0.37,0.15,-0.45,9.32,1.27,0.43,9.70,1.11,0.87,26
171.88,81.63,-51.81,-0.03,0.02,0.02,-0.30,0.10,-0.33,9.39,1.21,0.53,9.70,1.11,0.87,26
171.88,81.69,-52.13,-0.03,0.01,0.03,-0.34,0.15,-0.35,9.35,1.27,0.51,9.70,1.11,0.86,26
171.94,81.69,-52.19,-0.03,0.01,0.03,-0.35,0.12,-0.28,9.34,1.24,0.58,9.70,1.11,0.86,26
171.94,81.69,-52.25,-0.02,0.02,0.02,-0.35,0.16,-0.31,9.37,1.26,0.60,9.70,1.12,0.86,26
171.94,81.69,-52.38,-0.01,0.02,0.00,-0.38,0.11,-0.26,9.32,1.24,0.59,9.70,1.12,0.86,26
172.00,81.63,-52.63,0.01,0.02,-0.02,-0.41,0.08,-0.26,9.28,1.20,0.59,9.70,1.12,0.86,26
172.00,81.63,-52.81,0.01,0.01,-0.04,-0.37,0.06,-0.23,9.32,1.20,0.61,9.70,1.13,0.85,26
172.00,81.63,-53.00,0.01,0.01,-0.04,-0.37,0.04,-0.23,9.32,1.18,0.62,9.70,1.14,0.85,26
172.06,81.63,-53.25,0.01,0.00,-0.04,-0.47,0.14,-0.41,9.22,1.29,0.43,9.70,1.14,0.84,26
172.13,81.63,-53.75,0.01,0.00,-0.02,-0.45,0.11,-0.42,9.24,1.26,0.41,9.70,1.15,0.84,26
172.13,81.63,-54.00,0.01,-0.00,-0.01,-0.42,0.09,-0.45,9.27,1.24,0.38,9.70,1.15,0.83,26
172.13,81.63,-54.31,0.01,0.00,0.00,-0.45,0.10,-0.43,9.24,1.26,0.38,9.70,1.16,0.82,26
172.19,81.63,-54.81,0.01,0.01,-0.01,-0.47,0.08,-0.33,9.22,1.24,0.48,9.70,1.16,0.81,26
172.19,81.63,-55.06,0.01,0.00,-0.02,-0.47,0.08,-0.29,9.22,1.24,0.51,9.70,1.16,0.81,26
172.25,81.63,-55.25,0.01,0.00,-0.02,-0.47,0.06,-0.32,9.17,1.21,0.47,9.70,1.17,0.80,26
172.31,81.63,-55.50,0.01,-0.00,-0.02,-0.55,0.02,-0.38,9.14,1.20,0.41,9.70,1.17,0.80,26
172.31,81.63,-55.88,-0.00,-0.01,-0.01,-0.53,-0.01,-0.41,9.16,1.16,0.38,9.70,1.17,0.79,26
172.31,81.63,-56.06,-0.01,-0.01,0.00,-0.49,-0.01,-0.41,9.20,1.16,0.38,9.70,1.17,0.78,26
172.38,81.63,-56.19,-0.02,-0.01,0.02,-0.43,0.00,-0.39,9.26,1.20,0.39,9.70,1.17,0.78,26
172.38,81.69,-56.31,-0.04,0.00,0.03,-0.43,0.03,-0.35,9.26,1.20,0.42,9.70,1.17,0.78,26
172.44,81.69,-56.44,-0.04,0.01,0.03,-0.43,0.02,-0.25,9.26,1.19,0.51,9.70,1.17,0.77,26
172.44,81.75,-56.38,-0.04,0.02,0.02,-0.42,0.00,-0.19,9.29,1.18,0.57,9.70,1.17,0.77,26
172.44,81.75,-56.38,-0.03,0.01,0.02,-0.40,0.01,-0.20,9.32,1.15,0.60,9.70,1.16,0.77,26
172.44,81.75,-56.38,-0.04,0.00,0.01,-0.38,-0.01,-0.25,9.32,1.15,0.52,9.70,1.16,0.77,26
172.50,81.75,-56.44,-0.04,0.00,0.01,-0.39,0.00,-0.26,9.32,1.21,0.47,9.70,1.16,0.77,26
172.50,81.75,-56.44,-0.04,0.00,0.01,-0.37,0.04,-0.29,9.36,1.20,0.50,9.70,1.16,0.77,26
172.50,81.75,-56.50,-0.04,0.01,0.01,-0.35,0.05,-0.26,9.34,1.21,0.50,9.70,1.16,0.76,26
172.56,81.81,-56.63,-0.03,-0.00,0.01,-0.37,0.09,-0.26,9.32,1.25,0.49,9.70,1.16,0.76,26
172.56,81.81,-56.69,-0.02,0.00,0.01,-0.38,0.07,-0.17,9.29,1.20,0.65,9.70,1.16,0.76,26
172.56,81.81,-56.69,-0.02,0.00,-0.00,-0.42,0.03,-0.13,9.28,1.20,0.62,9.70,1.16,0.76,26
