190.56,-27.94,18.94,0.46,0.44,0.17,0.16,-1.30,0.31,-4.47,-4.08,8.49,-4.63,-2.77,8.18,31,5.22
190.63,-28.38,18.50,0.40,0.40,0.12,0.18,-1.34,0.27,-4.48,-4.08,8.45,-4.66,-2.74,8.17,31,10.05
190.75,-28.56,18.50,0.36,0.38,0.10,0.20,-1.28,0.33,-4.48,-4.02,8.50,-4.70,-2.74,8.15,31,11.14
190.81,-28.63,18.56,0.32,0.35,0.08,0.32,-1.21,0.36,-4.38,-3.96,8.51,-4.71,-2.75,8.14,31,10.0
190.31,-28.69,18.63,0.28,0.32,0.05,0.31,-1.14,0.37,-4.40,-3.89,8.51,-4.72,-2.76,8.13,31,13.01
190.44,-28.75,18.69,0.24,0.29,0.04,0.30,-1.09,0.41,-4.35,-3.72,8.57,-4.72,-2.76,8.13,31,11.99
190.50,-28.81,18.75,0.19,0.24,0.03,0.36,-0.79,0.47,-4.38,-3.55,8.60,-4.74,-2.75,8.12,31,11.48
190.56,-29.06,18.63,0.17,0.22,0.04,0.37,-0.76,0.53,-4.39,-3.49,8.65,-4.76,-2.73,8.12,31,8.0
190.13,-29.19,18.50,0.16,0.21,0.06,0.40,-0.71,0.59,-4.37,-3.44,8.70,-4.78,-2.72,8.11,31,9.05
190.13,-29.31,18.44,0.16,0.21,0.08,0.38,-0.63,0.61,-4.41,-3.34,8.72,-4.82,-2.68,8.10,31,10.36
190.13,-29.44,18.31,0.15,0.21,0.10,0.42,-0.48,0.70,-4.38,-3.12,8.84,-4.84,-2.67,8.09,31,11.27
190.13,-29.56,18.25,0.16,0.22,0.10,0.49,-0.49,0.72,-4.36,-3.15,8.82,-4.86,-2.65,8.09,31,10.17
190.06,-29.69,18.13,0.15,0.22,0.10,0.62,-0.44,0.76,-4.25,-3.08,8.84,-4.88,-2.64,8.08,31,11.29
189.63,-29.81,18.06,0.14,0.25,0.08,0.59,-0.40,0.78,-4.31,-3.03,8.85,-4.90,-2.62,8.07,31,9.11
189.63,-30.13,17.94,0.13,0.26,0.07,0.67,-0.36,0.78,-4.25,-2.97,8.85,-4.92,-2.61,8.06,31,10.6
189.63,-30.13,17.88,0.12,0.27,0.06,0.67,-0.29,0.80,-4.27,-2.75,8.91,-4.94,-2.59,8.05,31,11.71
189.69,-30.25,17.81,0.11,0.28,0.06,0.67,-0.16,0.85,-4.27,-2.75,8.91,-4.97,-2.58,8.04,31,9.41
189.19,-30.44,17.75,0.10,0.28,0.05,0.72,-0.10,0.92,-4.25,-2.63,9.05,-4.99,-2.57,8.03,31,10.61
189.25,-30.56,17.75,0.09,0.29,0.06,0.79,0.01,0.97,-4.22,-2.54,9.00,-5.01,-2.56,8.02,31,10.44
189.19,-30.94,17.63,0.09,0.28,0.08,0.77,0.06,0.99,-4.27,-2.48,9.01,-5.04,-2.55,8.01,31,23.01
189.19,-31.06,17.56,0.08,0.27,0.10,0.92,0.00,0.93,-4.13,-2.53,8.93,-5.06,-2.54,8.00,31,0.2
