293.75,25.00,113.13,-0.27,0.32,-0.14,-0.45,1.31,0.24,3.68,-6.86,-3.24,4.17,-8.15,-3.49,29,5.0
294.19,25.13,113.19,-0.24,0.35,-0.17,-0.15,1.24,0.20,4.14,-6.98,-3.32,4.19,-8.14,-3.50,29,8.24
294.63,25.31,113.25,-0.20,0.32,-0.22,-0.01,1.06,0.16,4.21,-7.05,-3.33,4.22,-8.12,-3.50,29,10.1
295.44,25.69,113.38,-0.18,0.29,-0.22,0.05,1.03,0.15,4.31,-7.07,-3.35,4.25,-8.11,-3.50,29,13.1
295.81,25.81,113.44,-0.18,0.24,-0.21,0.10,0.94,0.09,4.38,-7.14,-3.41,4.27,-8.09,-3.51,29,9.21
296.13,26.00,113.50,-0.17,0.18,-0.19,0.11,0.88,0.10,4.41,-7.19,-3.41,4.30,-8.08,-3.51,29,11.74
296.38,26.06,113.56,-0.15,0.11,-0.16,0.14,0.86,0.12,4.52,-7.22,-3.37,4.32,-8.05,-3.53,29,11.96
296.50,26.13,113.63,-0.14,0.04,-0.13,0.20,0.84,0.12,4.53,-7.21,-3.41,4.33,-8.05,-3.54,29,23.0
296.63,26.25,113.81,-0.09,-0.08,-0.09,0.16,0.78,0.08,4.50,-7.26,-3.46,4.33,-8.04,-3.55,29,0.0
296.81,26.31,113.88,-0.07,-0.13,-0.08,0.10,0.72,0.04,4.45,-7.31,-3.51,4.34,-8.03,-3.56,29,9.04
296.75,26.31,114.00,-0.03,-0.17,-0.07,-0.03,0.56,0.10,4.31,-7.46,-3.46,4.35,-8.02,-3.57,29,11.01
296.69,26.31,114.06,0.00,-0.20,-0.07,-0.13,0.49,0.07,4.01,-7.62,-3.54,4.34,-8.02,-3.59,29,12.0
296.56,26.31,114.13,0.04,-0.22,-0.06,-0.51,0.38,-0.02,3.83,-7.63,-3.62,4.34,-8.02,-3.59,29,12.0
296.38,26.25,114.13,0.08,-0.24,-0.05,-0.58,0.37,-0.03,3.75,-7.64,-3.63,4.34,-8.02,-3.59,29,11.1
296.19,26.25,114.13,0.15,-0.22,-0.04,-0.70,0.37,-0.13,3.63,-7.65,-3.73,4.33,-8.02,-3.59,29,21.94
