272.25,24.50,-158.63,0.76,1.00,-0.64,-1.64,-8.83,-0.32,2.50,-5.65,-8.61,4.14,3.18,-8.29,30,3.53
271.94,25.00,-159.00,0.91,1.18,0.44,-0.42,-5.17,-2.27,3.82,-2.08,-10.55,4.25,3.09,-8.27,30,11.52
272.19,26.38,-160.13,0.93,1.08,0.84,1.31,1.30,-2.35,5.67,4.28,-10.61,4.36,2.98,-8.26,30,10.22
272.56,27.06,-160.88,0.97,0.86,1.06,1.87,3.61,-1.43,6.33,6.47,-9.68,4.46,2.85,-8.25,30,10.91
273.00,27.56,-161.63,0.97,0.62,1.11,1.89,4.21,-1.81,6.44,6.94,-10.06,4.59,2.60,-8.26,30,11.3
273.44,27.88,-162.44,0.98,0.31,1.02,2.40,4.72,-1.97,9.00,6.46,-9.69,4.61,2.49,-8.28,30,10.79
273.75,28.06,-163.19,0.95,0.08,0.81,2.72,2.96,0.20,7.35,5.37,-8.09,4.63,2.40,-8.30,30,10.01
273.81,28.19,-163.81,0.87,0.05,0.44,0.79,1.86,0.04,5.44,4.20,-8.26,4.64,2.33,-8.31,30,9.0
274.19,28.25,-164.31,0.85,0.24,0.04,0.47,0.20,-1.15,5.14,2.46,-9.47,4.66,2.26,-8.32,30,8.99
273.94,28.56,-165.19,0.73,0.29,0.05,0.46,-0.08,-0.90,5.15,2.11,-9.23,4.69,2.19,-8.32,30,21.51
273.88,28.75,-165.44,0.53,0.34,0.07,0.39,-0.61,-0.77,4.40,1.41,-9.22,4.75,2.12,-8.30,30,1.0
273.88,29.00,-165.63,0.34,0.43,0.11,-0.35,-0.70,-0.91,4.57,1.86,-9.60,4.80,2.10,-8.28,30,10.92
274.38,29.31,-165.75,0.14,0.53,0.20,-0.22,-0.23,-1.31,4.87,2.15,-9.74,4.86,2.09,-8.25,30,10.83
274.56,29.69,-165.75,-0.27,0.69,0.42,0.40,0.63,-1.42,5.33,2.72,-9.63,4.92,2.09,-8.21,30,10.66
275.00,30.56,-165.56,-0.41,0.69,0.44,0.11,1.19,-1.49,5.10,3.30,-9.66,4.99,2.10,-8.17,30,11.25
275.25,30.88,-165.38,-0.42,0.47,0.37,1.11,2.04,-1.14,6.14,4.16,-9.29,5.03,2.11,-8.14,30,10.06
275.81,31.13,-165.25,-0.40,0.35,0.33,0.81,2.17,-1.43,5.88,4.31,-9.55,5.07,2.13,-8.11,30,10.01
276.00,31.31,-165.13,-0.39,0.29,0.31,1.51,2.62,-0.95,6.64,4.78,-9.03,5.12,2.16,-8.07,30,9.8
276.19,31.50,-164.94,-0.36,0.23,0.30,1.32,2.08,-0.35,6.47,4.25,-8.41,5.15,2.17,-8.05,30,12.43
276.63,31.88,-164.75,-0.36,0.30,0.31,0.90,1.42,-0.65,6.08,3.61,-8.68,5.18,2.18,-8.03,30,11.01
277.31,32.19,-164.56,-0.41,0.47,0.38,0.85,0.95,-1.06,6.07,3.15,-9.06,5.22,2.20,-8.00,30,9.05
277.56,32.56,-164.38,-0.51,0.66,0.47,0.46,1.19,-0.83,5.74,3.41,-8.79,5.35,2.23,-7.90,30,9.99
277.88,33.06,-164.19,-0.59,0.80,0.49,-1.16,1.02,-0.56,5.75,4.25,-9.08,5.43,2.26,-7.84,30,11.63
278.19,33.63,-163.88,-0.63,0.85,0.49,-0.22,2.46,-1.43,5.27,4.75,-9.23,5.49,2.28,-7.79,30,11.4
278.50,34.06,-163.63,-0.64,0.74,0.47,-1.03,2.32,-1.12,4.51,4.63,-8.86,5.55,2.31,-7.74,30,8.71
279.13,34.44,-163.38,-0.57,0.46,0.20,-0.96,2.28,-1.18,4.62,4.63,-8.89,5.59,2.34,-7.70,30,10.0
279.38,34.94,-162.75,-0.50,0.34,0.06,-1.70,1.62,-1.48,3.91,4.00,-9.16,5.61,2.37,-7.67,30,10.93
279.44,35.06,-162.44,-0.44,0.25,-0.06,-1.60,1.73,-1.57,4.29,4.02,-9.18,5.64,2.45,-7.63,30,11.01
279.38,35.06,-162.19,-0.38,0.16,-0.20,-1.34,1.57,-1.55,3.91,4.00,-9.13,5.63,2.49,-7.62,30,10.06
279.50,35.06,-161.88,-0.30,0.03,-0.33,-1.72,1.51,-1.50,3.73,4.55,-8.80,5.61,2.53,-7.62,30,10.98
279.31,34.94,-161.56,-0.21,-0.21,-0.49,-2.13,2.11,-0.64,3.45,4.68,-8.28,5.59,2.57,-7.63,30,10.98
278.88,34.50,-161.06,-0.20,-0.30,-0.53,-2.03,2.35,-0.51,3.51,4.97,-8.16,5.55,2.61,-7.64,30,11.94
278.63,34.19,-160.81,-0.12,-0.32,-0.57,-1.62,2.24,-0.87,3.89,4.90,-8.53,5.51,2.65,-7.65,30,10.0
278.50,34.00,-160.63,0.03,-0.21,-0.61,-1.12,1.48,1.84,4.35,4.17,-5.82,5.44,2.72,-7.68,30,10.29
278.13,33.69,-160.44,-0.01,-0.32,-0.66,-1.16,0.71,0.83,4.22,3.48,-6.87,5.39,2.77,-7.70,30,11.38
277.81,33.38,-160.19,-0.14,-0.40,-0.68,-0.75,1.27,1.32,4.58,4.09,-6.39,5.34,2.81,-7.72,30,11.0
277.19,32.69,-159.63,-0.22,-0.34,-0.67,-0.39,1.39,1.07,4.90,4.26,-6.66,5.30,2.86,-7.73,30,10.21
277.19,32.44,-159.25,-0.31,-0.22,-0.66,-1.48,0.45,2.31,3.78,3.37,-5.41,5.26,2.92,-7.73,30,10.82
276.88,32.25,-158.88,-0.38,-0.13,-0.63,1.36,-0.20,0.85,6.69,3.26,-6.80,5.21,3.03,-7.72,30,10.27
276.69,32.13,-158.50,-0.35,-0.07,-0.52,-0.17,0.10,1.81,5.02,3.18,-5.90,5.20,3.08,-7.71,30,12.07
276.50,32.06,-158.19,-0.23,0.06,-0.46,0.31,0.03,0.46,5.51,3.15,-7.24,5.19,3.12,-7.70,30,8.85
276.25,32.00,-157.88,-0.11,0.06,-0.47,0.32,0.56,0.35,5.51,3.72,-7.34,5.18,3.15,-7.70,30,10.25
275.81,31.81,-157.56,-0.02,-0.01,-0.43,0.18,0.56,0.14,5.35,3.74,-7.56,5.17,3.17,-7.70,30,10.0
275.63,31.69,-157.44,0.04,-0.10,-0.39,-0.03,0.87,0.06,5.11,4.07,-7.64,5.12,3.20,-7.71,30,10.92
275.44,31.50,-157.38,0.07,-0.19,-0.33,0.18,0.72,-0.05,5.49,5.50,-7.40,5.10,3.21,-7.73,30,11.91
275.31,31.31,-157.38,0.05,-0.25,-0.27,0.39,2.28,0.32,4.30,4.56,-6.91,5.07,3.22,-7.74,30,11.78
275.38,31.13,-157.38,0.03,-0.26,-0.25,-0.76,1.34,0.83,6.38,3.92,-7.23,5.05,3.23,-7.75,30,10.3
275.25,31.00,-157.31,-0.03,-0.17,-0.18,1.46,0.85,-0.06,6.50,4.10,-7.82,5.03,3.25,-7.76,30,14.28
275.13,30.75,-157.19,-0.03,-0.09,-0.15,2.12,0.52,-0.38,7.14,3.78,-8.15,5.01,3.26,-7.76,30,10.17
275.06,30.75,-157.13,-0.03,-0.01,-0.11,1.55,1.03,0.03,6.56,4.30,-7.72,5.02,3.27,-7.76,30,10.18
275.06,30.75,-157.06,-0.04,0.06,-0.11,1.54,1.57,-0.44,6.17,4.59,-8.47,5.02,3.28,-7.75,30,11.22
275.00,30.81,-157.00,-0.05,0.12,-0.12,0.92,1.11,-0.96,5.95,4.41,-8.70,5.03,3.29,-7.74,30,11.67
274.81,30.88,-156.81,-0.09,0.15,-0.15,0.10,0.23,-1.11,5.14,3.54,-8.84,5.03,3.31,-7.73,30,22.72
