310.13,-1.81,85.94,0.00,-0.08,0.03,-0.14,-0.16,0.29,-0.45,-9.93,0.98,-0.31,-9.77,0.68,29
309.75,-1.94,85.94,-0.02,-0.09,0.05,-0.02,0.32,0.02,-0.36,-9.45,0.71,-0.33,-9.77,0.68,29
309.62,-1.94,86.00,-0.07,-0.06,-0.03,0.00,0.15,-0.05,-0.32,-9.62,0.61,-0.33,-9.77,0.66,29
309.50,-1.81,86.25,-0.04,-0.06,0.01,0.08,0.13,0.00,-0.23,-9.65,0.62,-0.32,-9.78,0.63,29
309.25,-1.81,86.37,-0.03,-0.09,0.01,0.09,0.08,-0.01,-0.21,-9.69,0.54,-0.31,-9.78,0.61,29
309.00,-1.81,86.69,-0.14,-0.08,0.01,-0.08,-0.13,0.45,-0.40,-9.92,1.02,-0.31,-9.78,0.56,29
308.69,-1.94,86.87,0.04,0.04,0.09,-0.04,0.11,0.00,-0.39,-9.66,0.52,-0.34,-9.78,0.52,29
308.50,-2.25,86.87,-0.02,0.02,0.09,-0.05,0.20,-0.13,-0.45,-9.57,0.38,-0.40,-9.78,0.52,29
308.13,-2.44,87.12,-0.12,-0.09,0.05,0.11,0.09,-0.02,-0.31,-9.69,0.45,-0.43,-9.78,0.47,29
307.81,-2.62,87.37,-0.06,-0.04,0.03,-0.02,0.09,0.15,-0.49,-9.64,0.58,-0.45,-9.78,0.43,29
307.75,-2.62,87.44,0.08,0.04,-0.00,-0.02,0.07,0.36,-0.48,-9.70,0.79,-0.45,-9.78,0.44,29
307.81,-2.62,87.19,0.07,0.04,0.01,0.19,0.15,-0.34,-0.26,-9.62,0.13,-0.45,-9.78,0.47,29
308.00,-2.56,87.12,-0.06,-0.01,-0.05,-0.08,0.10,0.11,-0.53,-9.68,0.59,-0.44,-9.78,0.48,29
308.00,-2.44,87.25,0.02,0.01,0.02,0.01,-0.07,0.06,-0.40,-9.86,0.53,-0.42,-9.78,0.47,29
307.94,-2.56,87.25,-0.18,-0.01,-0.01,-0.08,0.14,0.09,-0.52,-9.64,0.54,-0.44,-9.78,0.44,29
308.00,-2.37,87.94,-0.13,0.02,-0.03,-0.01,-0.04,-0.15,-0.42,-9.83,0.18,-0.41,-9.79,0.34,29
308.06,-2.56,87.75,0.13,0.04,0.08,-0.04,0.04,-0.05,-0.48,-9.74,0.31,-0.44,-9.78,0.39,29
307.94,-2.87,87.00,0.26,0.07,0.10,-0.08,0.48,0.02,-0.58,-9.29,0.52,-0.49,-9.78,0.50,29
307.94,-2.94,86.94,-0.00,0.02,0.01,0.07,0.08,-0.15,-0.43,-9.69,0.36,-0.51,-9.77,0.51,29
307.94,-3.00,86.94,-0.10,-0.02,-0.01,0.03,0.12,-0.09,-0.47,-9.66,0.40,-0.51,-9.78,0.50,29
307.87,-2.94,87.44,-0.15,0.01,-0.01,0.00,-0.04,0.06,-0.50,-9.82,0.48,-0.50,-9.78,0.42,29
307.75,-3.06,87.50,0.07,-0.01,0.08,0.04,0.16,-0.35,-0.48,-9.62,0.07,-0.53,-9.78,0.43,29
307.25,-3.62,87.00,0.27,0.05,0.32,-0.16,0.10,0.66,-0.84,-10.11,1.41,-0.65,-9.76,0.54,29
307.56,-4.87,85.00,0.49,0.26,0.19,-0.23,0.17,0.11,-1.07,-9.55,0.96,-0.83,-9.73,0.84,29
307.50,-4.87,85.12,-0.39,-0.09,-0.19,0.25,0.53,-0.09,-0.56,-9.20,0.70,-0.81,-9.74,0.79,29
307.62,-3.75,87.75,-0.81,-0.20,-0.29,0.04,-0.38,-0.26,-0.57,-10.17,0.03,-0.61,-9.78,0.29,29
307.62,-3.31,89.00,0.09,-0.03,0.07,0.10,0.04,-0.31,-0.48,-9.74,-0.14,-0.58,-9.78,0.17,29
307.12,-3.62,88.56,0.23,-0.09,0.11,0.24,0.36,0.09,-0.39,-9.42,0.36,-0.63,-9.78,0.26,29
306.87,-3.87,88.12,-0.02,-0.02,-0.00,0.00,0.72,0.21,-0.74,-8.94,0.44,-0.65,-9.77,0.30,29
307.12,-3.25,89.62,-0.69,-0.13,-0.28,-0.33,0.12,-0.09,-0.89,-9.66,-0.03,-0.55,-9.79,0.06,29
307.31,-2.50,90.94,-0.04,-0.01,-0.09,0.29,-0.11,-0.26,-0.13,-9.90,-0.43,-0.43,-9.79,-0.17,29
307.75,-2.56,90.06,0.17,0.08,0.02,-0.16,0.03,-0.07,-0.61,-9.76,-0.09,-0.44,-9.79,-0.01,29
307.50,-2.56,90.12,-0.10,-0.07,0.00,0.05,-0.18,0.05,-0.38,-9.98,0.03,-0.44,-9.79,-0.02,29
307.25,-2.69,90.25,0.03,-0.00,0.07,-0.05,-0.03,0.10,-0.52,-9.83,0.06,-0.46,-9.79,-0.04,29
307.12,-2.94,89.87,0.18,0.09,0.12,0.07,-0.31,0.22,-0.50,-10.00,0.26,-0.52,-9.79,0.03,29
307.25,-3.44,88.56,0.34,0.19,0.06,0.05,0.23,-0.16,-0.53,-9.55,0.07,-0.58,-9.78,0.23,29
307.56,-3.50,88.37,-0.14,0.02,0.00,0.00,-0.41,0.04,-0.59,-10.20,0.30,-0.60,-9.78,0.26,29
307.44,-3.69,88.50,-0.09,0.05,0.08,0.00,0.22,-0.19,-0.63,-9.55,0.04,-0.64,-9.78,0.23,29
307.37,-3.75,88.69,-0.01,-0.01,0.01,0.19,0.12,-0.14,-0.45,-9.66,0.06,-0.64,-9.78,0.21,29
307.25,-3.81,88.81,-0.20,-0.10,-0.06,0.02,-0.04,0.17,-0.62,-9.83,0.36,-0.64,-9.78,0.18,29
306.94,-3.75,89.19,0.11,-0.07,0.07,0.09,-0.20,-0.14,-0.34,-9.22,-0.38,-0.65,-9.78,0.14,29
306.69,-4.00,88.87,0.18,-0.02,0.09,0.01,0.09,0.10,-0.66,-9.68,0.28,-0.68,-9.78,0.18,29
306.44,-4.56,87.31,0.78,0.19,0.28,-0.11,0.32,0.10,-0.89,-9.44,0.54,-0.78,-9.76,0.44,29
306.19,-5.06,85.87,-0.09,-0.07,-0.05,0.10,0.68,-0.32,-0.75,-9.06,0.36,-0.86,-9.74,0.69,29
305.94,-4.44,87.56,-0.80,-0.30,-0.24,0.02,0.16,0.09,-0.71,-9.61,0.42,-0.73,-9.77,0.33,29
305.81,-3.75,89.19,-0.15,-0.05,-0.08,0.00,0.06,0.08,-0.65,-9.71,0.22,-0.64,-9.78,0.13,29
306.06,-3.50,88.87,0.19,-0.06,-0.12,0.16,0.04,-0.41,-0.27,-9.68,0.26,-0.59,-9.78,0.20,29
306.13,-3.00,88.75,-0.34,-0.18,-0.26,0.01,-0.05,0.14,-0.50,-9.84,0.34,-0.51,-9.79,0.20,29
306.38,-2.44,89.50,-0.03,-0.11,-0.08,-0.03,-0.26,0.18,-0.44,-10.06,0.26,-0.41,-9.79,0.07,29
306.25,-2.12,89.44,0.09,-0.11,-0.10,0.00,0.53,-0.09,-0.34,-9.26,0.01,-0.35,-9.79,0.10,29
306.56,-1.56,89.06,0.02,-0.07,-0.18,0.17,-0.07,-0.09,-0.08,-9.87,0.05,-0.26,-9.80,0.15,29
306.87,-1.19,88.75,0.17,-0.00,-0.13,-0.05,0.49,-0.36,-0.28,-9.62,0.00,-0.18,-9.80,0.22,29
307.19,-0.94,87.44,0.60,0.19,0.04,0.15,0.04,0.25,-0.01,-9.74,0.69,-0.17,-9.79,0.48,29,29
307.31,-1.31,86.06,0.39,0.21,0.15,0.25,0.27,-0.09,0.02,-9.50,0.56,-0.22,-9.78,0.66,29,29
307.50,-1.50,85.62,-0.12,-0.04,-0.01,0.10,-0.35,-0.25,-0.15,-10.13,0.46,-0.26,-9.77,0.71,29
306.87,-1.44,86.56,-0.29,-0.26,0.04,0.01,0.33,-0.21,-0.23,-9.44,0.34,-0.24,-9.78,0.55,29
306.00,-1.19,87.81,-0.34,-0.37,-0.10,-0.07,-0.69,0.81,-0.27,-10.48,1.17,-0.20,-9.79,0.35,29
305.19,-1.37,88.06,-0.12,-0.14,0.10,-0.04,0.49,-0.02,-0.21,-9.16,0.28,-0.24,-9.79,0.30,29
304.75,-1.31,89.13,-0.34,-0.11,-0.02,0.11,-0.22,0.31,-0.10,-10.02,0.46,-0.22,-9.80,0.14,29
304.50,-1.31,90.12,-0.35,-0.03,0.00,-0.11,0.46,0.42,-0.34,-9.33,0.39,-0.22,-9.80,-0.03,29
304.56,-1.06,92.00,-0.98,-0.12,-0.15,0.10,-0.21,0.18,-0.07,-10.01,-0.25,-0.17,-9.79,-0.44,29
304.75,-1.12,93.75,0.16,0.34,0.17,0.23,0.35,-0.29,0.00,-9.47,-0.92,-0.20,-9.78,-0.61,294,29
305.44,-1.12,93.00,0.05,0.03,-0.12,0.30,0.11,-0.01,0.22,-9.70,-0.53,-0.18,-9.79,-0.52,29,29
306.00,-0.62,93.50,-0.13,0.01,-0.16,0.18,0.16,-0.15,-0.02,-9.76,-0.70,-0.09,-9.78,-0.61,29
306.31,-0.44,93.62,0.13,0.08,0.07,0.00,0.21,-0.25,-0.07,-9.57,-0.88,-0.08,-9.78,-0.62,29
306.38,-0.19,93.25,0.14,-0.13,-0.20,0.35,0.22,-0.06,0.31,-9.56,-0.62,-0.04,-9.79,-0.55,29
306.69,0.31,93.00,-0.03,0.02,-0.15,-0.17,-0.08,0.00,-0.10,-9.88,-0.52,0.06,-9.79,-0.52,29
306.94,0.44,93.00,0.14,0.04,0.05,-0.05,-0.17,0.19,0.24,-10.00,-0.36,0.07,-9.79,-0.49,29
306.94,0.13,92.31,0.15,0.12,0.11,-0.03,0.43,-0.29,0.02,-9.40,-0.65,0.01,-9.79,-0.38,29
307.00,0.19,92.75,-0.33,-0.07,-0.07,0.07,-0.24,-0.11,0.10,-10.14,-0.61,0.03,-9.79,-0.50,29
306.75,0.00,93.62,-0.46,-0.03,0.07,-0.19,0.25,-0.30,-0.18,-9.53,-0.92,0.00,-9.78,-0.67,29
306.25,-0.13,95.31,-0.43,-0.09,0.14,-0.10,-0.47,0.37,-0.12,-10.23,-0.53,-0.02,-9.76,-0.90,29
305.50,-0.56,96.00,-0.12,-0.09,0.16,0.00,0.57,-0.24,-0.11,-9.17,-1.29,-0.11,-9.75,-1.04,29
305.00,-0.88,96.63,-0.35,-0.07,0.02,-0.04,-0.18,0.24,-0.39,-9.54,-0.84,-0.15,-9.73,-1.17,29
304.75,-0.81,97.94,-0.45,-0.08,-0.06,-0.01,0.23,0.18,-0.14,-9.34,-1.47,-0.14,-9.70,-1.40,29
304.75,-0.62,99.62,-0.54,-0.05,-0.07,-0.17,0.12,0.11,-0.15,-9.56,-1.62,-0.10,-9.65,-1.69,29
304.69,-0.50,100.94,-0.23,0.03,-0.02,-0.02,0.16,0.15,-0.11,-9.45,-1.71,-0.08,-9.62,-1.86,29
304.87,-0.25,101.75,-0.30,0.03,-0.11,-0.09,0.00,0.23,-0.13,-9.59,-1.76,-0.04,-9.59,-2.00,29
305.37,0.06,102.38,-0.36,0.13,-0.18,-0.15,0.54,-0.09,-0.12,-9.02,-2.23,0.03,-9.56,-2.14,29
306.38,0.81,103.69,-0.33,0.04,-0.23,0.07,-0.02,-0.03,0.24,-9.54,-2.38,0.16,-9.51,-2.35,29
307.12,1.31,104.00,0.07,0.15,-0.06,-0.03,0.54,-0.04,0.21,-8.96,-2.42,0.24,-9.50,-2.38,29
307.62,1.87,105.06,-0.38,-0.08,-0.18,0.03,-0.21,-0.02,0.45,-9.66,-2.63,0.33,-9.45,-2.57,29
307.62,2.12,105.87,-0.21,-0.09,-0.07,0.09,0.02,-0.10,0.46,-9.39,-2.79,0.36,-9.42,-2.69,29
307.25,2.12,106.87,-0.44,-0.17,-0.07,0.02,0.19,0.08,0.39,-9.18,-2.76,0.37,-9.37,-2.84,29
307.00,2.25,108.06,-0.43,-0.15,-0.07,0.11,0.28,0.14,0.49,-9.01,-2.94,0.38,-9.30,-3.08,29
306.81,2.44,109.69,-0.46,-0.15,-0.11,0.06,0.01,0.00,0.56,-9.21,-3.40,0.42,-9.20,-3.34,29
306.69,2.56,111.00,-0.40,-0.08,-0.08,-0.13,0.22,0.23,0.44,-8.92,-3.38,0.44,-9.13,-3.54,29
306.94,2.81,112.19,-0.33,-0.03,-0.12,0.13,0.02,-0.10,0.50,-8.92,-3.81,0.50,-9.05,-3.72,29
