orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
298.38,76.13,33.00,0.01,0.00,-0.05,-0.11,0.05,-0.05,9.40,-1.22,1.91,9.52,-1.27,1.96,27
298.38,76.19,32.56,0.04,0.00,-0.04,-0.08,0.11,-0.06,9.43,-1.14,1.90,9.52,-1.26,1.96,27
298.44,76.19,32.19,0.01,0.04,-0.03,-0.01,0.12,-0.05,9.50,-1.11,1.92,9.52,-1.24,1.97,27
298.44,76.13,31.94,0.02,0.05,0.00,-0.05,0.06,-0.06,9.46,-1.17,1.93,9.52,-1.24,1.99,27
298.44,76.00,31.69,0.01,0.04,0.02,-0.07,0.01,-0.06,9.43,-1.22,1.94,9.51,-1.24,2.01,27
298.38,75.94,31.75,-0.00,0.02,0.03,-0.20,0.00,-0.05,9.30,-1.26,1.97,9.51,-1.25,2.02,27
298.31,75.88,31.94,0.01,-0.02,0.02,-0.18,-0.02,-0.07,9.34,-1.28,1.95,9.51,-1.26,2.02,27
298.25,75.94,32.06,0.01,-0.03,-0.01,-0.15,-0.03,-0.07,9.34,-1.27,1.92,9.51,-1.26,2.01,27
298.31,76.00,32.06,-0.01,-0.03,-0.03,-0.15,0.00,-0.07,9.35,-1.26,1.92,9.51,-1.25,2.00,27
298.38,76.13,31.94,0.00,-0.03,-0.03,-0.06,0.07,-0.08,9.45,-1.16,1.90,9.52,-1.24,1.99,27
298.44,76.19,31.94,0.00,-0.03,-0.02,-0.08,0.08,-0.08,9.44,-1.15,1.89,9.52,-1.23,1.97,27
298.44,76.25,31.94,0.01,-0.01,-0.01,-0.03,0.11,-0.09,9.49,-1.11,1.88,9.52,-1.23,1.97,27
298.44,76.25,31.88,-0.02,0.02,0.01,-0.08,0.05,-0.06,9.43,-1.17,1.91,9.52,-1.23,1.97,27
298.44,76.19,31.88,-0.00,0.03,0.02,-0.12,-0.01,-0.08,9.40,-1.25,1.90,9.52,-1.23,1.98,27
298.44,76.13,31.94,0.00,0.01,0.01,-0.17,-0.01,-0.06,9.34,-1.25,1.92,9.52,-1.24,1.99,27
298.44,76.13,31.94,0.00,-0.01,-0.00,-0.13,0.05,-0.08,9.41,-1.20,1.92,9.52,-1.24,1.98,27
298.44,76.19,32.00,0.00,-0.02,-0.00,-0.13,0.02,-0.05,9.42,-1.22,1.91,9.52,-1.24,1.98,27
298.44,76.19,32.00,-0.01,-0.00,0.00,-0.04,-0.02,-0.07,9.45,-1.26,1.92,9.52,-1.24,1.98,27
298.44,76.13,32.00,-0.01,0.01,-0.01,-0.04,0.01,-0.07,9.45,-1.23,1.91,9.52,-1.24,1.98,27
298.44,76.13,31.94,-0.00,-0.01,-0.00,-0.11,0.06,-0.07,9.41,-1.18,1.91,9.52,-1.24,1.98,27
298.44,76.19,32.00,0.01,-0.02,0.01,-0.13,0.09,-0.12,9.38,-1.14,1.87,9.52,-1.24,1.98,27
298.38,76.19,32.00,0.01,0.01,0.01,-0.08,0.03,-0.08,9.43,-1.20,1.90,9.52,-1.24,1.98,27
298.38,76.13,31.88,-0.00,0.04,-0.01,-0.16,-0.06,-0.07,9.35,-1.30,1.92,9.52,-1.24,1.99,27
298.44,76.06,31.63,0.00,0.04,-0.02,-0.14,-0.03,-0.08,9.37,-1.27,1.92,9.51,-1.23,2.00,27
298.50,76.06,31.25,0.01,0.02,-0.04,-0.21,0.04,-0.07,9.30,-1.18,1.93,9.51,-1.22,2.01,27
