205.19,75.50,49.56,-0.15,-0.04,-0.22,-0.48,0.08,0.37,9.01,-1.76,1.95,9.49,-1.85,1.58,27
205.81,75.81,48.94,-0.09,0.00,-0.15,0.00,0.00,0.47,9.51,-1.79,2.04,9.51,-1.79,1.57,27
206.13,75.94,48.13,-0.03,0.05,-0.09,0.26,0.10,0.30,9.75,-1.66,1.78,9.51,-1.76,1.58,27
206.50,76.00,47.44,-0.12,0.04,-0.09,0.15,-0.03,-0.24,9.66,-1.77,1.35,9.51,-1.73,1.59,27
207.00,76.13,47.19,-0.16,0.00,-0.06,-0.24,-0.32,-0.32,9.27,-2.04,1.26,9.52,-1.72,1.59,27
207.06,76.19,47.31,-0.03,-0.02,-0.01,-0.39,-0.30,-0.46,9.12,-2.02,1.11,9.52,-1.71,1.58,27
207.19,76.19,47.06,-0.03,0.09,-0.07,-0.08,-0.17,0.00,9.43,-1.88,1.58,9.52,-1.70,1.59,27
207.56,76.31,45.44,-0.02,0.04,-0.26,-0.05,-0.01,0.00,9.47,-1.65,1.62,9.53,-1.64,1.62,27
208.13,76.69,44.06,-0.07,-0.11,-0.36,-0.17,-0.01,0.07,9.37,-1.54,1.68,9.55,-1.53,1.60,27
209.00,77.50,42.94,-0.06,-0.28,-0.36,-0.35,-0.07,-0.01,9.22,-1.48,1.50,9.58,-1.41,1.51,27
209.50,78.56,42.75,0.11,-0.33,-0.33,-0.59,0.11,-0.30,9.02,-1.17,1.08,9.62,-1.28,1.39,27
209.94,79.50,40.81,0.20,-0.16,-0.43,-0.61,0.35,-0.36,9.07,-0.71,0.97,9.65,-1.11,1.33,27
210.75,80.31,35.25,0.20,0.03,-0.62,-0.42,0.65,-0.34,9.23,-0.29,0.99,9.66,-0.94,1.34,27
211.75,80.94,26.31,0.12,0.13,-0.70,0.06,0.74,-0.02,9.75,0.06,1.35,9.68,-0.68,1.38,27
212.88,81.13,17.25,0.07,0.15,-0.54,0.28,0.56,0.46,9.97,0.11,1.90,9.68,-0.44,1.44,27
213.38,81.13,11.38,0.19,0.04,-0.28,0.21,0.38,0.45,9.90,0.08,1.93,9.69,-0.29,1.47,27
213.38,81.25,9.13,0.17,-0.12,-0.06,0.00,0.33,0.15,9.69,0.10,1.61,9.69,-0.22,1.46,27
213.13,81.56,8.69,0.19,-0.15,-0.01,-0.13,0.33,-0.17,9.56,0.11,1.23,9.70,-0.21,1.40,27
212.75,81.88,8.00,0.12,-0.11,-0.07,-0.25,0.36,-0.25,9.45,0.18,1.10,9.70,-0.18,1.36,27
212.88,82.00,5.88,0.04,-0.01,-0.16,-0.20,0.26,0.00,9.50,0.14,1.35,9.71,-0.12,1.35,27
213.00,82.00,3.13,0.02,-0.01,-0.14,-0.26,0.19,0.33,9.44,0.11,1.69,9.71,-0.06,1.35,27
213.06,82.06,1.75,0.10,-0.02,-0.04,-0.27,0.24,0.32,9.43,0.19,1.67,9.71,-0.04,1.35,27
212.63,82.00,1.25,0.08,-0.04,0.06,-0.15,0.31,0.26,9.55,0.27,1.61,9.71,-0.03,1.35,27
212.19,82.00,1.94,0.09,-0.04,0.13,-0.21,0.24,0.20,9.49,0.18,1.55,9.71,-0.05,1.35,27
211.75,82.06,3.25,0.08,-0.05,0.11,-0.08,0.30,0.02,9.65,0.30,1.36,9.71,-0.08,1.34,27
211.69,82.19,3.75,-0.02,-0.07,0.06,-0.08,0.39,-0.04,9.63,0.30,1.27,9.71,-0.08,1.31,27
211.69,82.31,3.63,-0.06,-0.04,0.04,-0.16,0.37,-0.10,9.54,0.29,1.19,9.71,-0.08,1.30,27
211.63,82.38,4.13,-0.02,-0.01,0.06,-0.15,0.23,0.03,9.56,0.14,1.32,9.72,-0.09,1.29,27
211.50,82.38,5.00,-0.04,0.00,0.09,-0.11,0.25,0.01,9.60,0.14,1.30,9.72,-0.11,1.29,27
211.44,82.38,6.25,-0.05,-0.00,0.13,-0.18,0.18,0.04,9.53,0.03,1.34,9.71,-0.15,1.29,27
211.19,82.31,8.50,-0.01,0.00,0.15,-0.29,0.18,-0.09,9.42,-0.01,1.20,9.71,-0.20,1.29,27
210.94,82.25,10.44,-0.02,0.03,0.12,-0.56,0.13,-0.08,9.14,-0.11,1.21,9.71,-0.24,1.30,27
210.75,82.13,11.69,-0.01,0.05,0.08,-0.50,0.15,0.01,9.29,-0.09,1.31,9.71,-0.27,1.32,27
210.56,82.00,12.63,-0.04,-0.00,0.06,-0.01,0.23,0.24,9.69,-0.06,1.57,9.71,-0.29,1.32,27
210.56,82.13,14.13,-0.08,-0.10,0.08,0.13,0.14,0.31,9.85,-0.17,1.61,9.71,-0.32,1.30,27
210.44,82.25,15.63,-0.06,-0.12,0.10,0.05,0.11,0.06,9.77,-0.25,1.32,9.71,-0.36,1.26,27
210.25,82.38,18.06,-0.05,-0.09,0.14,0.00,0.04,-0.10,9.71,-0.37,1.12,9.72,-0.41,1.22,27
210.00,82.44,20.69,-0.03,-0.04,0.14,-0.05,0.07,-0.19,9.65,-0.36,1.05,9.72,-0.46,1.20,27
209.81,82.31,22.63,-0.04,0.04,0.12,-0.08,0.04,0.00,9.63,-0.46,1.20,9.71,-0.50,1.20,27
209.56,82.06,23.75,0.02,0.06,0.09,-0.09,0.06,0.04,9.61,-0.48,1.27,9.71,-0.54,1.22,27
209.44,82.00,24.19,-0.06,0.01,0.04,-0.07,0.02,0.19,9.64,-0.53,1.44,9.71,-0.56,1.24,27
209.44,81.94,24.69,-0.01,-0.01,0.03,-0.22,-0.01,0.17,9.48,-0.59,1.42,9.70,-0.57,1.24,27
209.38,81.88,25.00,0.02,-0.01,0.03,-0.15,0.10,0.06,9.55,-0.48,1.31,9.70,-0.58,1.24,27
209.38,81.88,25.38,-0.00,-0.01,0.02,-0.15,0.10,0.11,9.55,-0.48,1.36,9.70,-0.59,1.24,27
209.31,81.88,25.81,-0.00,-0.05,0.04,-0.03,0.08,0.26,9.67,-0.51,1.50,9.70,-0.60,1.23,27
209.19,82.00,26.69,0.03,-0.10,0.03,-0.11,0.15,-0.01,9.57,-0.47,1.14,9.71,-0.61,1.20,27
209.25,82.25,27.25,-0.04,-0.09,-0.03,-0.23,0.13,0.02,9.48,-0.47,1.20,9.71,-0.60,1.16,27
209.38,82.44,27.44,-0.01,-0.12,-0.03,-0.17,0.13,0.12,9.54,-0.46,1.25,9.72,-0.59,1.13,27
209.44,82.69,28.00,-0.03,-0.18,0.01,-0.12,0.16,0.18,9.60,-0.42,1.27,9.72,-0.58,1.08,27
209.38,83.00,29.81,-0.01,-0.25,0.07,-0.15,0.12,0.16,9.57,-0.47,1.17,9.73,-0.59,1.01,27
209.06,83.44,3.56,-0.01,-0.29,0.08,-0.15,0.18,0.02,9.59,-0.43,0.93,9.74,-0.62,0.90,27
208.94,83.88,3.69,-0.06,-0.32,0.05,-0.19,0.20,0.07,9.55,-0.43,0.89,9.75,-0.64,0.78,27
209.00,84.38,3.81,-0.08,-0.37,0.04,-0.09,0.12,0.42,9.66,-0.52,1.11,9.76,-0.65,0.66,27
209.06,85.06,3.75,-0.11,-0.52,-0.03,0.01,0.28,0.35,9.78,-0.36,0.90,9.77,-0.63,0.49,27
209.63,85.94,3.50,-0.23,-0.71,-0.09,0.04,0.15,0.61,9.82,-0.44,0.93,9.78,-0.60,0.32,27
210.06,86.56,3.31,-0.16,-0.89,-0.09,0.03,0.13,0.47,9.82,-0.42,0.54,9.79,-0.55,0.06,27
210.13,86.63,176.88,-0.09,-0.98,-0.08,0.07,0.17,0.13,9.86,-0.34,-0.17,9.78,-0.52,-0.30,27
210.25,85.19,176.94,-0.26,-1.18,0.00,-0.05,0.20,0.38,9.70,-0.31,-0.35,9.76,-0.51,-0.74,27
210.56,82.88,154.38,-0.36,-1.20,0.06,1.08,0.17,1.14,10.80,-0.34,-0.06,9.71,-0.52,-1.20,27
210.75,80.13,161.94,-0.34,-1.41,0.03,0.97,0.35,0.82,10.48,-0.14,-0.90,9.63,-0.51,-1.73,27
211.25,77.06,166.38,-0.21,-1.43,0.05,0.23,0.03,0.90,9.79,-0.48,-1.22,9.55,-0.51,-2.12,27
211.19,73.38,168.50,-0.27,-1.84,0.26,1.42,0.18,0.81,10.81,-0.37,-1.92,9.34,-0.58,-2.92,27
211.00,68.63,169.19,-0.40,-2.27,0.52,1.35,0.04,0.81,10.49,-0.61,-2.69,9.04,-0.70,-3.71,27
210.31,62.94,169.56,-0.33,-2.67,0.56,2.09,-0.67,0.89,10.82,-1.48,-3.49,8.60,-0.84,-4.62,27
209.25,56.38,170.00,-0.35,-3.01,0.57,2.68,0.00,0.08,10.85,-0.93,-5.26,8.16,-0.93,-5.34,27
208.44,50.81,170.88,-0.51,-3.72,0.39,2.81,-0.74,-0.59,10.19,-1.72,-6.97,7.37,-0.97,-6.38,27
224.13,41.75,172.75,-0.96,-4.67,0.40,5.57,-0.56,-0.49,11.77,-1.43,-8.04,6.19,-0.87,-7.54,27
225.25,30.63,175.44,-1.24,-5.62,0.21,6.06,-0.26,0.68,10.60,-0.83,-7.99,4.53,-0.57,-8.67,27
225.56,17.13,178.56,-1.34,-6.60,-0.13,3.86,-0.85,0.96,6.11,-0.94,-8.58,2.24,-0.09,-9.54,27
225.31,-0.69,-177.63,-1.89,-9.07,-0.34,5.21,-1.54,3.56,3.52,-1.22,-1.92,-1.02,0.59,-9.73,27
224.81,-22.13,-172.69,-2.16,-9.72,-0.43,6.66,-2.61,8.22,2.87,-1.27,-0.66,-4.53,1.31,-8.59,27
195.25,-43.44,-165.88,-2.22,-9.67,-0.48,9.62,-2.79,6.32,2.84,-1.08,-0.49,-7.36,1.84,-6.20,27
196.81,-63.88,-151.56,-2.28,-9.62,-0.53,11.61,-3.19,3.38,2.77,-1.08,-0.40,-9.12,2.08,-2.91,27
197.63,-78.00,-94.44,-2.33,-9.57,-0.57,12.37,-3.16,-0.10,2.78,-1.14,-0.25,-9.57,1.96,0.77,27
198.13,-66.81,-25.38,-2.38,-9.52,-0.62,11.82,-2.82,-3.65,2.80,-1.17,-0.17,-9.01,1.65,3.48,27
198.50,-47.00,-8.31,-2.43,-9.45,-0.66,10.05,-2.17,-6.66,2.88,-1.19,-0.04,-7.17,0.97,6.61,27
198.88,-26.31,-0.44,-2.48,-9.38,-0.71,7.39,-1.32,-8.82,3.04,-1.25,-0.03,-3.53,-0.16,9.14,27
199.25,-5.56,5.31,-2.52,-9.32,-0.75,4.24,-0.42,-9.70,3.29,-1.33,0.01,-0.06,-1.15,9.73,27
199.75,15.00,11.19,-2.58,-9.26,-0.80,1.01,0.41,-9.26,3.56,-1.41,0.02,2.54,-1.83,9.29,27
200.25,30.25,16.50,-2.63,-9.19,-0.84,-1.90,0.98,-7.58,3.75,-1.58,0.00,5.66,-2.56,7.58,27
201.06,49.81,27.44,-2.67,-9.15,-0.88,31.23,-26.27,34.34,39.26,-28.93,39.29,8.03,-2.66,4.95,27
209.88,83.63,5.25,1.43,-8.10,-0.80,-13.02,-0.09,3.49,-3.25,-0.92,3.33,9.77,-0.82,-0.16,27
207.19,75.94,165.00,1.26,-7.68,-0.89,-8.24,-3.64,1.82,1.08,-4.20,-1.16,9.32,-0.55,-2.99,27
203.88,59.50,174.69,1.19,-7.64,-0.93,-7.52,-1.11,4.31,1.54,0.43,-0.05,8.06,-0.44,-5.55,27
206.25,42.75,176.31,1.16,-7.63,-0.93,-5.38,0.22,6.87,1.10,-0.50,-0.38,6.11,-0.48,-7.64,27
202.94,26.00,176.00,1.10,-7.62,-0.93,-3.20,0.20,8.32,1.11,-0.42,-0.43,3.65,-0.66,-9.07,27
199.81,9.38,174.69,1.05,-7.60,-0.93,-0.55,0.44,9.18,1.03,-0.41,-0.47,0.89,-0.97,-9.71,27
196.75,-7.06,172.50,0.97,-7.60,-0.94,-14.97,-1.43,-8.33,-39.09,-24.36,-39.00,-1.97,-1.14,-9.53,27
196.88,-27.38,177.81,-2.25,-9.94,1.39,4.86,-9.49,4.99,0.35,-9.82,-3.70,-4.50,-0.33,-8.70,27
186.00,-48.94,-172.88,-2.71,-9.80,1.42,10.59,-1.50,5.54,3.19,-0.71,-0.83,-7.39,0.79,-6.38,27
178.25,-68.81,-150.44,-2.71,-9.78,1.36,12.26,-3.12,2.02,3.11,-1.38,-1.04,-9.37,1.93,-2.15,27
173.81,-75.44,-73.38,-2.77,-9.72,1.31,12.44,-3.83,-1.60,2.94,-1.47,-0.89,-9.35,2.44,1.63,27
173.63,-63.19,-28.00,-3.11,-8.27,-1.10,-0.12,-1.85,2.54,-8.88,0.22,6.44,-8.75,2.07,3.89,27
175.50,-52.75,-12.00,-2.82,-7.23,-1.92,8.03,-2.72,-6.62,0.63,-1.79,-0.26,-7.40,0.92,6.36,27
177.75,-37.31,0.19,-2.83,-7.18,-1.96,7.27,-0.84,-8.01,1.88,-1.20,0.17,-5.38,-0.35,8.18,27
179.88,-21.13,8.31,-2.86,-7.12,-1.99,4.96,0.28,-8.84,2.08,-1.35,0.38,-2.88,-1.64,9.22,27
181.00,-10.81,9.94,1.83,-0.83,0.53,3.08,-4.01,-7.68,1.17,-5.23,1.85,-1.91,-1.21,9.54,27
180.69,-12.38,-0.38,4.51,0.68,0.62,4.01,-1.13,-8.84,-0.97,-1.52,-0.43,-2.17,0.49,9.54,27
179.69,-14.38,-8.56,0.58,1.51,1.26,6.09,8.56,10.73,-1.73,-3.10,0.54,-2.50,1.18,9.40,27
174.50,-16.19,-2.88,-3.10,1.01,1.89,1.98,-2.65,-9.25,0.42,-0.06,0.92,-2.81,0.24,9.38,27
170.75,-13.81,0.69,-0.54,-3.62,0.55,4.68,-8.40,24.96,5.19,-2.01,9.62,-2.16,0.00,9.56,27
168.63,-11.13,-1.88,0.45,-0.54,1.23,5.74,1.33,-2.26,3.84,1.65,7.35,-1.89,0.32,9.61,27
165.94,-11.75,-1.75,-0.64,0.86,1.15,3.54,0.56,-2.27,1.54,0.86,7.32,-2.00,0.30,9.59,27
